,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.27751266666666663,0.06011733333333333,0.2152086666666667,0.16620333333333331,0.06730066666666665,0.06730066666666665,0.2661426666666667,0.06730066666666665,0.28206400000000004,0.24190266666666665,0.13405333333333336,0.2464893333333333
Random Choice,0.27751266666666663,0.0,0.27772,0.27710666666666667,0.2760533333333333,0.27832,0.27832,0.27629333333333334,0.27832,0.27768,0.27630666666666664,0.27832,0.27653333333333335
Borda ranking,0.06011733333333333,0.27772,0.0,0.19270666666666666,0.16590666666666667,0.08796,0.08796,0.2797733333333333,0.08796,0.27324,0.25554666666666664,0.13737333333333332,0.26012
Plurality ranking,0.2152086666666667,0.27710666666666667,0.19270666666666666,0.0,0.24257333333333334,0.23106666666666667,0.23106666666666667,0.29601333333333335,0.23106666666666667,0.24141333333333334,0.28944,0.23576,0.29096
STV,0.16620333333333331,0.2760533333333333,0.16590666666666667,0.24257333333333334,0.0,0.16493333333333332,0.16493333333333332,0.2783333333333333,0.16493333333333332,0.2756,0.25410666666666665,0.18509333333333333,0.25868
Approval Voting (AV),0.06730066666666665,0.27832,0.08796,0.23106666666666667,0.16493333333333332,0.0,0.0,0.27364,0.0,0.27876,0.2494,0.11904,0.2539866666666667
Proportional Approval Voting (PAV),0.06730066666666665,0.27832,0.08796,0.23106666666666667,0.16493333333333332,0.0,0.0,0.27364,0.0,0.27876,0.2494,0.11904,0.2539866666666667
Approval Chamberlin-Courant (CC),0.2661426666666667,0.27629333333333334,0.2797733333333333,0.29601333333333335,0.2783333333333333,0.27364,0.27364,0.0,0.27364,0.3333333333333333,0.02424,0.28817333333333334,0.01965333333333333
Lexicographic Chamberlin-Courant (lex-CC),0.06730066666666665,0.27832,0.08796,0.23106666666666667,0.16493333333333332,0.0,0.0,0.27364,0.0,0.27876,0.2494,0.11904,0.2539866666666667
Sequential Approval Chamberlin-Courant (seq-CC),0.28206400000000004,0.27768,0.27324,0.24141333333333334,0.2756,0.27876,0.27876,0.3333333333333333,0.27876,0.0,0.32822666666666667,0.26137333333333335,0.32926666666666665
Monroe's Approval Rule (Monroe),0.24190266666666665,0.27630666666666664,0.25554666666666664,0.28944,0.25410666666666665,0.2494,0.2494,0.02424,0.2494,0.32822666666666667,0.0,0.26393333333333335,0.004586666666666667
Greedy Monroe,0.13405333333333336,0.27832,0.13737333333333332,0.23576,0.18509333333333333,0.11904,0.11904,0.28817333333333334,0.11904,0.26137333333333335,0.26393333333333335,0.0,0.26852
Minimax Approval Voting (MAV),0.2464893333333333,0.27653333333333335,0.26012,0.29096,0.25868,0.2539866666666667,0.2539866666666667,0.01965333333333333,0.2539866666666667,0.32926666666666665,0.004586666666666667,0.26852,0.0
