,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Random Choice,0.3195176,0.0,0.319376,0.318096,0.316944,0.319856,0.319856,0.319104,0.319856,0.321456,0.319104,0.319104,0.319104,0.32016,0.319856,0.320112
Borda ranking,0.10706320000000003,0.319376,0.0,0.196352,0.171072,0.173392,0.173392,0.323184,0.173392,0.30112,0.323184,0.242256,0.323184,0.172352,0.173392,0.292048
Plurality ranking,0.2263328,0.318096,0.196352,0.0,0.059504,0.284176,0.284176,0.33248,0.284176,0.300928,0.33248,0.296352,0.33248,0.282688,0.284176,0.30992
STV,0.1991064,0.316944,0.171072,0.059504,0.0,0.271584,0.271584,0.318736,0.271584,0.314352,0.318736,0.291904,0.318736,0.271824,0.271584,0.30776
Approval Voting (AV),0.1775632,0.319856,0.173392,0.284176,0.271584,0.0,0.0,0.307904,0.0,0.314656,0.307904,0.208864,0.307904,0.052704,0.0,0.284496
Proportional Approval Voting (PAV),0.1775632,0.319856,0.173392,0.284176,0.271584,0.0,0.0,0.307904,0.0,0.314656,0.307904,0.208864,0.307904,0.052704,0.0,0.284496
Approval Chamberlin-Courant (CC),0.27854480000000004,0.319104,0.323184,0.33248,0.318736,0.307904,0.307904,0.0,0.307904,0.4,0.0,0.340944,0.0,0.330608,0.307904,0.32008
Lexicographic Chamberlin-Courant (lex-CC),0.1775632,0.319856,0.173392,0.284176,0.271584,0.0,0.0,0.307904,0.0,0.314656,0.307904,0.208864,0.307904,0.052704,0.0,0.284496
Sequential Approval Chamberlin-Courant (seq-CC),0.3268496,0.321456,0.30112,0.300928,0.314352,0.314656,0.314656,0.4,0.314656,0.0,0.4,0.27096,0.4,0.288128,0.314656,0.311136
Monroe's Approval Rule (Monroe),0.27854480000000004,0.319104,0.323184,0.33248,0.318736,0.307904,0.307904,0.0,0.307904,0.4,0.0,0.340944,0.0,0.330608,0.307904,0.32008
Greedy Monroe,0.25256959999999995,0.319104,0.242256,0.296352,0.291904,0.208864,0.208864,0.340944,0.208864,0.27096,0.340944,0.0,0.340944,0.201568,0.208864,0.294448
Minimax Approval Voting (MAV),0.27854480000000004,0.319104,0.323184,0.33248,0.318736,0.307904,0.307904,0.0,0.307904,0.4,0.0,0.340944,0.0,0.330608,0.307904,0.32008
Method of Equal Shares (aka Rule X) with Phragmén phase,0.1854176,0.32016,0.172352,0.282688,0.271824,0.052704,0.052704,0.330608,0.052704,0.288128,0.330608,0.201568,0.330608,0.0,0.052704,0.284192
E Pluribus Hugo (EPH),0.1775632,0.319856,0.173392,0.284176,0.271584,0.0,0.0,0.307904,0.0,0.314656,0.307904,0.208864,0.307904,0.052704,0.0,0.284496
Random Serial Dictator,0.29505600000000004,0.320112,0.292048,0.30992,0.30776,0.284496,0.284496,0.32008,0.284496,0.311136,0.32008,0.294448,0.32008,0.284192,0.284496,0.0
NN,,0.3195176,0.10706320000000003,0.2263328,0.1991064,0.1775632,0.1775632,0.27854480000000004,0.1775632,0.3268496,0.27854480000000004,0.25256959999999995,0.27854480000000004,0.1854176,0.1775632,0.29505600000000004
