,NN,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Min Violations Committee,0.009091333333333331,0.0,0.6379333333333334,0.44452,0.07877333333333333,0.2974266666666667,0.22837333333333334,0.1484,0.19534666666666667,0.2826,0.27454666666666666,0.2727866666666667,0.25109333333333334,0.24950666666666665,0.4233733333333333,0.19828,0.15650666666666666,0.34833333333333333
Max Violations Committee,0.6387326666666667,0.6379333333333334,0.0,0.44497333333333333,0.63084,0.5832,0.6033866666666666,0.6340133333333333,0.6004266666666667,0.5574933333333333,0.56164,0.5440533333333334,0.5852133333333334,0.5599466666666667,0.4842266666666667,0.5953066666666667,0.6302133333333333,0.5214533333333333
Random Choice,0.44456,0.44452,0.44497333333333333,0.0,0.4458933333333333,0.44277333333333335,0.44298666666666664,0.44378666666666666,0.44297333333333333,0.44405333333333336,0.44425333333333333,0.4441333333333333,0.44349333333333335,0.44394666666666666,0.44349333333333335,0.44308,0.44397333333333333,0.4461733333333333
Borda ranking,0.07635466666666667,0.07877333333333333,0.63084,0.4458933333333333,0.0,0.3130266666666667,0.22961333333333334,0.16610666666666668,0.18098666666666666,0.26,0.24996,0.24752,0.22934666666666667,0.22536,0.4421733333333333,0.18352,0.16232,0.35030666666666666
Plurality ranking,0.2958719999999999,0.2974266666666667,0.5832,0.44277333333333335,0.3130266666666667,0.0,0.16930666666666666,0.25834666666666667,0.30528,0.36590666666666666,0.36072,0.3621066666666667,0.3341733333333333,0.34185333333333334,0.45656,0.3028266666666667,0.26613333333333333,0.37438666666666665
STV,0.22677666666666665,0.22837333333333334,0.6033866666666666,0.44298666666666664,0.22961333333333334,0.16930666666666666,0.0,0.21473333333333333,0.23030666666666666,0.29905333333333334,0.2922266666666667,0.29750666666666664,0.2648,0.27408,0.43624,0.2318,0.21278666666666668,0.36293333333333333
Approval Voting (AV),0.14655933333333335,0.1484,0.6340133333333333,0.44378666666666666,0.16610666666666668,0.25834666666666667,0.21473333333333333,0.0,0.13854666666666668,0.24137333333333333,0.23290666666666668,0.23385333333333333,0.20764,0.20817333333333332,0.4329866666666667,0.14198666666666668,0.041973333333333335,0.3341866666666667
Proportional Approval Voting (PAV),0.19373266666666666,0.19534666666666667,0.6004266666666667,0.44297333333333333,0.18098666666666666,0.30528,0.23030666666666666,0.13854666666666668,0.0,0.12209333333333333,0.10854666666666667,0.14106666666666667,0.09326666666666666,0.11290666666666667,0.43190666666666666,0.04849333333333333,0.1128,0.3454
Approval Chamberlin-Courant (CC),0.28132599999999996,0.2826,0.5574933333333333,0.44405333333333336,0.26,0.36590666666666666,0.29905333333333334,0.24137333333333333,0.12209333333333333,0.0,0.019253333333333334,0.10606666666666667,0.08046666666666667,0.11613333333333334,0.42490666666666665,0.14316,0.22062666666666667,0.3664
Lexicographic Chamberlin-Courant (lex-CC),0.2732213333333333,0.27454666666666666,0.56164,0.44425333333333333,0.24996,0.36072,0.2922266666666667,0.23290666666666668,0.10854666666666667,0.019253333333333334,0.0,0.08944,0.08185333333333333,0.10105333333333333,0.43424,0.12989333333333333,0.21076,0.36457333333333336
Sequential Approval Chamberlin-Courant (seq-CC),0.27138933333333337,0.2727866666666667,0.5440533333333334,0.4441333333333333,0.24752,0.3621066666666667,0.29750666666666664,0.23385333333333333,0.14106666666666667,0.10606666666666667,0.08944,0.0,0.16237333333333334,0.03710666666666667,0.45241333333333333,0.10678666666666667,0.21018666666666666,0.36574666666666666
Monroe's Approval Rule (Monroe),0.2497933333333333,0.25109333333333334,0.5852133333333334,0.44349333333333335,0.22934666666666667,0.3341733333333333,0.2648,0.20764,0.09326666666666666,0.08046666666666667,0.08185333333333333,0.16237333333333334,0.0,0.13409333333333334,0.42576,0.11304,0.18712,0.35916
Greedy Monroe,0.24812533333333334,0.24950666666666665,0.5599466666666667,0.44394666666666666,0.22536,0.34185333333333334,0.27408,0.20817333333333332,0.11290666666666667,0.11613333333333334,0.10105333333333333,0.03710666666666667,0.13409333333333334,0.0,0.4517333333333333,0.07876,0.18398666666666666,0.35788
Minimax Approval Voting (MAV),0.4246566666666667,0.4233733333333333,0.4842266666666667,0.44349333333333335,0.4421733333333333,0.45656,0.43624,0.4329866666666667,0.43190666666666666,0.42490666666666665,0.43424,0.45241333333333333,0.42576,0.4517333333333333,0.0,0.4433066666666667,0.4362666666666667,0.4427066666666667
Method of Equal Shares (aka Rule X) with Phragmén phase,0.19667933333333334,0.19828,0.5953066666666667,0.44308,0.18352,0.3028266666666667,0.2318,0.14198666666666668,0.04849333333333333,0.14316,0.12989333333333333,0.10678666666666667,0.11304,0.07876,0.4433066666666667,0.0,0.11464,0.34508
E Pluribus Hugo (EPH),0.15453866666666669,0.15650666666666666,0.6302133333333333,0.44397333333333333,0.16232,0.26613333333333333,0.21278666666666668,0.041973333333333335,0.1128,0.22062666666666667,0.21076,0.21018666666666666,0.18712,0.18398666666666666,0.4362666666666667,0.11464,0.0,0.33648
Random Serial Dictator,0.347538,0.34833333333333333,0.5214533333333333,0.4461733333333333,0.35030666666666666,0.37438666666666665,0.36293333333333333,0.3341866666666667,0.3454,0.3664,0.36457333333333336,0.36574666666666666,0.35916,0.35788,0.4427066666666667,0.34508,0.33648,0.0
NN,,0.009091333333333331,0.6387326666666667,0.44456,0.07635466666666667,0.2958719999999999,0.22677666666666665,0.14655933333333335,0.19373266666666666,0.28132599999999996,0.2732213333333333,0.27138933333333337,0.2497933333333333,0.24812533333333334,0.4246566666666667,0.19667933333333334,0.15453866666666669,0.347538
