Method,Mean,Maj W,Maj L,Pareto,Mean,Cond W,Cond L,F Maj,Unanimity,Dummett's,JR,EJR,Core,S. Coalitions,Stability
NN,0.020589615384615335,0.0,0.00013900000000000004,0.0028706666666666668,0.020589615384615335,0.015992666666666665,8.1e-05,3.333333333333334e-06,0.0,0.08136033333333333,0.0005353333333333334,0.0005353333333333334,0.0005353333333333334,0.061443000000000005,0.10416900000000001
Borda,0.02703794871794867,0.00036666666666666667,0.0023933333333333333,0.0018733333333333334,0.02703794871794867,0.1683733333333333,0.0,0.00488,0.0,0.06128,0.00011999999999999999,0.00011999999999999999,0.00011999999999999999,0.043333333333333335,0.06863333333333334
EPH,0.05112205128205124,3.3333333333333335e-05,0.0007266666666666666,5.9999999999999995e-05,0.05112205128205124,0.34894000000000003,0.00256,0.0007866666666666665,0.0,0.10991333333333335,2e-05,2e-05,2e-05,0.08471333333333335,0.11679333333333335
SNTV,0.0846835897435897,0.0,0.0578,0.24464000000000005,0.0846835897435897,0.7314733333333333,0.010326666666666666,0.033473333333333334,0.0,0.0023533333333333336,0.00039333333333333337,0.0012733333333333333,0.0051266666666666665,0.0,0.014026666666666666
STV,0.0623610256410256,0.0,0.03150666666666666,0.15637333333333334,0.0623610256410256,0.59564,0.0019399999999999999,0.022926666666666668,0.0,0.0,0.0,0.00010666666666666668,0.0009533333333333333,0.0,0.0012466666666666665
Bloc,0.049762051282051245,2e-05,0.0007,0.0,0.049762051282051245,0.32394666666666666,0.0025800000000000003,0.0,0.0,0.10531333333333333,0.00048,0.00048,0.00048,0.08164666666666666,0.13126000000000002
CC,0.16420307692307687,0.002533333333333333,0.10017999999999999,0.32816,0.16420307692307687,0.8276466666666665,0.03464,0.046966666666666664,0.0,0.26176,0.0,0.004873333333333334,0.009833333333333333,0.22006,0.2979866666666667
lex-CC,0.07892974358974353,0.0010133333333333333,0.004306666666666667,0.0,0.07892974358974353,0.5784800000000001,0.00256,0.012373333333333333,0.0,0.15911333333333333,0.0,0.0,0.0,0.1277533333333333,0.14048666666666665
seq-CC,0.15192512820512818,0.0019333333333333331,0.0931,0.2504,0.15192512820512818,0.8072733333333333,0.02582,0.046599999999999996,0.0,0.2525133333333333,0.0,0.0016466666666666667,0.0022733333333333334,0.21119333333333334,0.2822733333333333
Monroe,0.15070820512820512,0.001893333333333333,0.07708666666666666,0.28574,0.15070820512820512,0.7972,0.03208,0.04627333333333333,0.0,0.24556,0.0,0.0005266666666666666,0.0034733333333333335,0.20616,0.26321333333333335
Greedy M.,0.08048717948717944,0.00032,0.01432,0.01266,0.08048717948717944,0.5714466666666667,0.0026533333333333335,0.01618,0.0,0.15524000000000002,0.0,0.0,0.0,0.12364000000000001,0.14987333333333333
PAV,0.056470256410256374,8e-05,0.0007466666666666667,0.0,0.056470256410256374,0.40632666666666667,0.0025666666666666667,0.0018599999999999999,0.0,0.11880666666666667,0.0,0.0,0.0,0.09201999999999999,0.11170666666666666
MES,0.06489076923076917,9.333333333333334e-05,0.001386666666666667,0.002773333333333333,0.06489076923076917,0.4731,0.00238,0.0057666666666666665,0.0,0.13393333333333332,0.0,0.0,0.0,0.10516666666666667,0.11898000000000002
MAV,0.17256205128205124,0.003846666666666667,0.09691333333333334,0.31315333333333334,0.17256205128205124,0.8761199999999999,0.053013333333333336,0.04834666666666667,0.0,0.25098666666666664,0.016086666666666666,0.01704666666666667,0.01704666666666667,0.20944666666666667,0.3413
RSD,0.13049948717948714,0.00192,0.056633333333333334,0.0,0.13049948717948714,0.71656,0.020226666666666667,0.023066666666666666,0.0,0.19963333333333333,0.03868666666666667,0.04057333333333333,0.041973333333333335,0.16537333333333334,0.3918466666666667
Random,0.19091948717948717,0.00402,0.12196,0.36327333333333334,0.19091948717948717,0.8901133333333333,0.06188,0.04712666666666667,0.0,0.2623333333333333,0.029060000000000002,0.03386666666666666,0.04072666666666667,0.2211733333333333,0.40642
